,PCA0,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,PCA30,PCA31,PCA32,PCA33,PCA34,PCA35,PCA36,PCA37,PCA38,PCA39,PCA40,PCA41,PCA42,PCA43,PCA44,PCA45,PCA46,PCA47,PCA48,PCA49,PCA50,PCA51,PCA52,PCA53,PCA54,PCA55,PCA56,PCA57,PCA58,PCA59,PCA60,PCA61,PCA62,PCA63,PCA64,PCA65,PCA66,PCA67,PCA68,PCA69,PCA70,PCA71,PCA72,PCA73,PCA74,PCA75,PCA76,PCA77,PCA78,PCA79,PCA80,PCA81,PCA82,PCA83,PCA84,PCA85,PCA86,PCA87,PCA88,PCA89,PCA90,PCA91,PCA92,PCA93,PCA94,PCA95,PCA96,PCA97,PCA98,PCA99
0,0.012710526574081024,0.23757640982640013,0.13685402176597586,-0.014083126449735276,0.0394177371424239,0.08144901341577551,0.03118168510556441,-0.06084438093219294,0.08721832514756853,-0.21158943955108545,0.023478370053213262,-0.19338739345202316,0.27766931981351983,-0.23022960071122428,-0.17344705826946633,0.11952080608871793,-0.08137702158080383,0.12221821942976852,-0.08812336422575158,0.004988350962355821,0.014552497463563173,-0.010074459734984753,-0.019758621516692228,0.009163968344502579,-0.05944063106178529,-0.22341573846548188,0.08111305287597395,0.13822239682533763,0.07241596215826952,-0.062033547052872,-0.12386247988533643,0.010926244615277194,-0.013139889111299867,-0.15697828846385595,0.09253816318407279,-0.05692608385285939,-0.0802257058485149,0.05264838001245684,-0.19250337244535387,0.040340818191642924,-0.023516451557026176,-0.06296449195862869,0.0868730425609424,-0.041767126592169995,-0.006253880446971019,-0.012908601806039074,0.06407285499554263,-0.06927612325973435,-0.05660135182481597,-0.08659034819196564,0.03680937193886317,0.14424407026084432,0.020590438602793276,-0.1102698010187844,-0.11409511104556405,-0.13438713766218205,-0.017977979202257403,0.009730568238029612,0.06718243265907281,-0.006116126792262365,-0.028184335438698336,-0.015767543912078772,-0.05802306306688782,-0.05029498056882503,0.037787541369713205,-0.03296357019474908,-0.009684360731372943,0.0027323293184834505,0.013348405157445946,0.03259248303308058,-0.016193831363144878,0.02203034634061826,0.0046765498129170595,0.012369930240913884,-0.007896237012476619,-0.004907960781314672,-0.01047908008693077,0.025134363235483306,-0.009269215692379673,-0.0020482248370599907,0.007413858774222548,0.00026676282315788905,0.003797718016187387,0.007981087726991737,-0.008257865484542248,0.0029503612803973476,-0.003976357059509408,0.004423294168406217,0.007797770263730625,0.01536000079911843,0.0027762349452793767,0.007192449821178353,0.005064712563726878,0.005018632364200206,0.001280082046862553,0.001916604731020969,0.00560485928564911,-0.005922638248560043,0.0014027963340704002,1.1728777129203782e-14
1,-0.17996288213766357,-0.1277947509494388,0.10244315437859246,-0.053407311025258704,-0.04525822805450891,0.061688767346639084,0.024706977886746383,0.021045708059159073,0.049121410468336374,0.02279454408176974,0.12460835533545747,0.08980726375864206,-0.013169774467534813,0.014085412581597812,-0.06793370244516629,0.07499612454486149,0.01132029041967026,0.0654782458124402,-0.003200979498068637,0.06266658497588545,-0.013874859274319775,0.0006287947609789556,-0.020212080318363173,0.04627719615685996,-0.03875709853823755,-0.05358419187886088,0.03357121994370581,0.0236725112323988,0.0373643726953508,-0.044099903870381194,0.027651979634729828,0.0462614144665359,0.002664158920111809,0.02953086728688985,0.0041103935434766556,0.010074559397826532,0.008893385061957053,0.0031224233498235434,0.05563562178392715,-0.02148325677113798,0.010779861246174048,-0.0330867527429233,8.87463470572594e-05,0.036850068691685826,-0.03542013547890787,-0.023237536286245107,0.017876679574723272,-0.003052933857737913,-0.001189633474895226,-0.036303468322799154,0.007294228341994949,-0.04552036985472282,0.0074407237241870304,-0.01921009954887588,0.053607211544950684,-0.01315458627758984,-0.01623161325837271,-0.02184230217332518,0.01293027628045334,0.017955339121711836,0.01819127007894997,-0.007276994401234621,0.011397815859141515,0.00020866391213787211,0.0023085504401293318,0.028867606002591962,-0.0006936579786337041,0.015626515157090657,-0.012367032766247302,0.010316206842155423,0.02757614815527612,-0.019464211585111618,-0.008691043100472062,-0.00865121393122958,-0.015999548827275112,0.035406152506805705,0.027776394985944006,0.010633784459444256,0.03330102403417271,0.03122166660440072,0.011856249363137755,0.027779873996309327,0.021444980646091436,0.0471615780158891,0.014865448613412477,-0.027127042795282198,0.030525609616080415,-0.045315396398379296,0.0017354163216919745,0.018135787503033955,0.022127190921688373,0.010635749224043761,0.010758792383656287,0.0016901818204494111,0.044604558507132915,-0.008532015934064555,-0.05082427864839962,0.38913586235933484,0.046451097079176225,-8.15265823600475e-15
2,-0.13546818337830638,-0.09512995966145397,-0.10537281035862625,-0.00855780176070707,0.02639349914585396,-0.035548008996800155,-0.020205381694036493,0.033570512943519086,0.015557620479014515,-0.022978779112352136,-0.038816536149853455,-0.04576362856906349,0.027984444770201972,-0.06409425477639563,-0.03345781774657888,0.00497593481178099,-0.03536358481626839,-0.02008214344708556,0.005939932531095701,-0.030699928130849097,0.019759541343429388,0.021594300739840953,0.04610546851642197,-0.05206421495808637,0.00922322033141437,-0.0765528513981279,-0.02526762677094709,0.007729594765475266,-0.012030008413977458,-0.03433043371072252,-0.011793964895456989,-0.045785294405633635,0.006120035799260275,-0.007149799070587695,-0.04306995309416631,-0.007832904424050997,-0.0536487602742469,-0.05230149510740941,-0.03350694208422153,-0.01773472493200435,-0.01707519763801861,0.0005355580388912938,-0.01229525462954911,-0.03365572986549344,0.01926291099523324,0.0007776976185477908,-0.029576905943052123,-0.041691784600473555,-0.004086216212520383,0.023087365907223444,-0.03721291189125958,-0.08727975988270965,-0.008972231788685253,0.024589574358633383,-0.01156148398748202,-0.011653217703052367,-0.01873509506776393,0.04533955490855658,-0.014368138345947041,0.03468076572393408,0.003099118700416759,-0.05256808244287773,0.004417932333449089,0.0801090570650288,0.11549757317526493,0.02994077362181675,-0.1754973231937551,-0.08634892990108843,0.00451674158591176,-0.13055614059593068,-0.04513749245420188,-0.11881331474015394,-0.05942694705767092,-0.0628380741339275,0.0035811065966828,0.00762371215122053,-0.0707040962314456,-0.08430945637265691,0.1957133634265219,0.07732981081022121,0.17652292288039986,-0.11611263556935497,-0.012110923417335672,-0.11640848431175597,0.11514954486359594,0.09053134583292254,0.1514913135978372,0.03924702309067417,-0.07009091295783981,-0.09415625249429108,0.06313136174163858,0.016657949891025228,-0.05109043831313576,-0.1082803716246197,-0.016165044818764573,0.0067626961728040075,0.004755554419106078,0.002276662504098043,0.009651091144447605,1.8852581713628414e-16
3,-0.12225793783024194,-0.002966125938195296,-0.045866099282416,-0.02250524102685185,-0.013983898133819884,0.022792766865672085,-0.12333508305626961,0.06714452978254859,-0.016225547036040802,-0.02781415810445924,0.015269415845565118,-0.04475959078887603,-0.06871587376322263,-0.06574308396000016,-0.0248412222001275,-0.06783740568452112,0.06759279480910481,0.09579824059971478,0.07409913338296285,-0.01645148846006816,-0.0007139459208590194,-0.03499884099747985,-0.027463166633270385,-0.13414998045699683,0.08351655952378757,-0.0033468047844717064,-0.01991720029895129,-0.05199782754748824,0.0455825672966235,0.004593142769826147,0.00748545562106421,-0.07410822637504164,-0.036490256127423584,-0.07290149597015144,0.09417841459936961,-0.1394839505720537,-0.09604789825298538,-0.02241811214205707,0.12975323157875762,0.1165789113296142,-0.10006623366921293,0.19044685435227357,-0.05402747460581246,-0.03964348373361993,-0.07686176041566861,0.16449481454337148,0.09438345715354685,-0.06164808350202544,0.0707311526308048,0.025915836832240403,-0.05897598633182021,0.1586011126542671,0.044638793113793665,0.12187787923845697,0.08051979994691769,-0.015911855571707247,-0.007978781257898169,0.09182759390539738,0.13903745134707865,0.048232018245513694,0.15345496866186875,-0.0031910257103123247,-0.0735908006044517,-0.048898912952532424,-0.02538097694010236,-0.0014166424857132952,0.17458992338830875,-0.016868686575856037,-0.13204145551515997,-0.08424837557833127,0.05408228100225772,0.05924888567455081,-0.08584247138729884,0.006932551762644553,0.016585994172820903,0.026943276181113456,-0.03540197267860766,0.011074434827998353,0.12044383038704326,-0.05041620435545983,-0.013241282605554482,0.002524879052960934,-0.04771604674516017,-0.018846081302617067,-0.016851225240185508,0.014197239047379377,0.010009050372726673,-0.0372457396932928,0.05095841009967289,0.0005694232375121313,-0.020647503632245247,0.016283929217551625,0.027890281432591875,-0.018476210965213156,0.016416959946908585,-0.021890801906390946,0.02393194054673303,0.009674246925258048,-0.01587896819365849,1.2367155368363247e-15
4,-0.16847480114478824,-0.017356907662407814,-0.0940179236581096,-0.09586296290308706,-0.10226414711566495,-0.02444906838788074,-0.08229463956257223,-0.03400590281988244,-0.0076385995666311615,-0.0422708233864839,-0.10338725440455453,-0.01153807500194896,0.011699164955207763,0.06970277401571122,0.10096573308404568,-0.006496621942256785,-0.040437385275089915,0.03833732517477825,-0.07006879325097316,0.040491580538807435,0.2548857882799182,0.030794222802257444,-0.020553998115906604,0.05614889755329214,-0.08013130803065006,0.060229295468845576,0.032640367339500105,0.02372585600116904,-0.02194145866578936,0.09316730686984179,-0.061793345816452405,0.028874996546486533,0.016463418073566216,-0.0022004794954732696,0.04636790728921191,0.03493087311583527,0.1104166034923912,0.04135136850014873,-0.023932517531415867,0.12101832704481298,0.044411217312385974,-0.039311323728410084,-0.047435757220120764,0.0020668503716809537,0.030188849246656314,0.023534689689182393,-0.017128419795735837,-0.01436910747080699,0.06608839177720789,-0.009139386942185712,-0.00032453244279000116,0.0023535981189792173,-0.018537588257568353,-0.027573150485490954,-0.026188000496709454,0.005541010483232657,-0.021073024633429274,0.005771904100827304,0.006789957041288159,0.008330868265145217,0.008279010438684876,-0.0017020792807177002,0.002275251014309901,-0.0076126555588832785,-0.014082193415719134,0.005497128975858843,-0.016544672046527212,-0.03083523506017785,-0.02615871206733077,0.008701373153487438,0.008865131027837134,-0.009543127495009133,0.007088463826000535,-0.007131440299639298,-0.002841901839448095,0.019521539095700986,0.013824598587523333,0.0008391405781680715,-0.0016453877439561956,-0.012015869987266569,0.012974625625064724,0.026640237591003618,-0.04328590459735659,-0.013804036296619948,-0.01677285906789682,-0.018834518877489305,0.024274949510899903,-0.00029429363567155776,-0.01255383789572251,0.01589783253555091,0.0006620021595466151,-0.029478977653834136,0.02039706365526765,0.020887001750966094,-0.010121800159980762,0.11550523143695157,0.3416974626396575,0.03740355290651979,0.07513742959640261,-4.714585384417436e-16
5,0.03346007915773499,-0.16654942224164654,0.023221421257835703,-0.022099214833338675,-0.1345714957440377,0.05217261063592582,-0.0028512375762620923,-0.0827518846106379,-0.014751044254050882,0.0546193452339867,0.2043423746865565,0.14988114186666074,-0.054863260154346206,0.03891348150666463,-0.1601022808086976,0.12164253087950969,-0.0263909462935227,0.20245940057408277,-0.08414136490002026,0.020166836009836903,0.07951704812746997,-0.03744796813145679,-0.04856973934236751,0.1251994584858312,-0.02481064767968469,-0.1083766431329064,0.029820239426736922,0.000666470799484488,-0.00285054174429531,0.0015727125821355958,0.03742668287265588,0.025577561187913794,-0.00490761253046638,0.056677600964864,0.040051895698112946,0.020714624198091808,0.12350832873069148,0.018050495420734097,0.09527474921634141,-0.02798665039743466,-0.04489821930786485,0.06291157988807111,-0.01202038563144984,-0.03469848740276036,-0.007098816816176833,0.019075463961556027,0.03338239938161198,0.08760030868182296,-0.007063581778535461,0.0998429208080892,-0.0006450256466625814,-0.007322295918037684,0.061484280845438576,0.058011141317268144,-0.0527309210130407,-0.058982041958029086,0.1075239036959549,0.0574112217357459,-0.05030869428705415,-0.06445750847678008,-0.02574078352691034,-0.008207484391627608,0.008611836892525291,0.06933934264455548,0.17212198424165961,-0.09636860524895596,-0.03178907874087962,0.20212045585949712,0.034303885463604446,-0.04029793001977765,0.06296635115687353,0.03729677870508174,-0.06962849516547054,0.11491471781915982,0.08807835934050558,0.009022883338108693,-0.11511522234827078,0.028862400029965946,0.011740582305779715,0.05891142929265306,-0.07849358904059278,-0.041629992990075755,-0.001276262733941382,-0.018162515724006376,-0.014193595019617483,0.058840247263844195,-0.08668423895783954,0.03453462113274133,-0.05488256099945275,-0.05977988041299922,-0.07117748108634296,0.032767156041944134,-0.02789152740475233,-0.027136254690889962,-0.031737590565753974,0.010451310403028307,0.028527664473721345,-0.03786495149139173,-0.026721936551860753,-6.88593740404489e-16
6,-0.27453543009272363,0.0024301419907799067,0.020908274990326423,-0.056806329264368495,-0.01612007111263896,0.035831918560121676,-0.03454416932986836,0.060135832799214035,-0.006364890247690956,-0.004091159174340194,-0.009259377090562277,0.014866566292802677,-0.022981734774657727,-0.022248541412842097,0.02876928236761189,-0.039642737863664866,0.008197408642715108,0.01890662732633244,0.017133674888484357,0.023909068473685475,0.01716507721833034,0.01217356758299364,0.002065703926522335,-0.030066823599917546,0.0064776422105596735,-0.004738479812446738,0.006145243708359225,-0.0035643540037399867,0.0010038002255775128,0.005580138688197044,0.03738954100550681,-0.013877836217864186,-0.02999775927179215,-0.0028111691989619733,0.027487520026185965,-0.041591771851420226,-0.052885357764737614,0.01299818785268268,0.01610728326876601,0.003181904914121343,-0.027141573327700296,0.012044311349196235,0.01983549420910401,-0.03532357838423383,0.005795713539223566,-0.006639286459897261,0.002816967319665341,0.003734293570751823,-0.0023775476218328554,-0.009584899103666424,0.014214827924548491,0.008094414747983078,-0.009069076889454271,-0.012599975534543438,0.008932455890395383,0.01252607706431889,0.008315003527417679,-0.007406383147430499,-0.007234410091437851,-0.003980202530080583,-0.030627664378372506,0.002158964683859754,-0.010422026651576374,0.04740746900199459,-0.022273310525090854,0.007345616342730335,-0.003621803358617566,-0.020206242686285097,0.027970179488324382,-0.007663041119115099,0.03584065828230153,-0.017704310049516406,0.008447564096368137,0.0038072085034780417,0.01582585307181908,-0.004052411661414719,-0.0008184807204594494,0.0126562772914748,-0.02930633957181368,0.015926086289796013,-0.05004634518407799,0.016659364830736,0.04272844587720888,-0.015247478934990951,0.014597439200500079,0.010791016139515748,0.0027671882662074643,-0.05748650805012492,-0.04531501459153455,0.058328528938288424,0.020045035352177817,0.03978988079086344,0.007007728960693255,-0.007161933200085679,0.04230359418908265,0.4101464454120719,-0.1275195799627123,-0.02976545299944721,-0.046533015423483065,-1.2537713922622373e-15
7,-0.1648143450958865,-0.02261107976055613,-0.04107041248472194,-0.04105229538649417,-0.04160366687158843,-0.006137532132369194,-0.08517930003545512,0.006034631737281835,-0.013864176220879383,-0.039732869487639606,0.012188652310921477,-0.015488041308286939,0.00635478292698305,0.05731455754867824,-0.04004495308743779,-0.05391050586369693,0.07371104802150373,0.006244803040635603,0.006335468399058183,-0.027250523190681216,-0.03675751990070318,-0.00017884453833834932,-0.05657073177730511,-0.0570445366748228,0.00445343090966686,0.012052728529723774,0.008404898737769463,-0.05789418769759431,-0.001086135721915118,0.00946374710416429,-0.0026956793337931935,-0.06488741746410132,0.0006947186031719958,-0.008880851628816711,0.04215107069337469,-0.03270166273024268,-0.031056922449640596,0.008727854509745942,0.03124885227281793,-0.02944466386480996,-0.005953658939869614,0.030277792869390717,0.0019109943942578365,-0.0488628052646299,0.029209094486969216,0.029084436032263804,0.023623261090714155,-0.043076355181596006,0.0215935917117376,-0.0025420470009623625,-0.05511416639686791,-0.018639273008773855,-0.007726920655161054,-0.024862579056360055,-0.016597937849882935,-0.049403098118407505,0.15590167301474633,-0.028774288059430813,0.10495385559990297,0.06957953981176178,0.00623410863598296,0.034494471851182346,0.03518096278536648,0.012495932884770316,-0.13815862478486363,-0.028815670374129347,-0.09213467707456174,0.0232860439673568,0.009922568531513902,0.06558055896190977,-0.01769426815536237,0.11596588642673906,-0.03141707687994435,0.0004530445914152438,-0.029877344203317717,-0.05704799774584616,0.15396624207553455,-0.038258812332216646,-0.12083063178737788,0.18788256172929022,0.057269861010113776,-0.10981783193523662,0.09869112269494301,0.20317646406905845,-0.12359657495342508,0.04028556133413912,0.07863707361441746,-0.0009358703357646875,0.0023318322700655912,-0.08034851882298534,-0.022110550047371717,0.06219408444768892,-0.1462987961740947,-0.0591328159645778,-0.06945154600485011,-0.006526058189291341,0.022326510628045717,-0.008610046659800547,0.013177568741478726,-1.3277207566893268e-15
8,0.21939064454777565,-0.261768065585103,0.4318145873146981,0.028294867477384248,-0.03316910312043083,-0.1255243715777018,0.010186269128840636,-0.00039868948855407873,-0.026920588703933976,0.04861069637150101,-0.10323796628457652,-0.13341342464835437,-0.015102242439228702,-0.048300962159594486,0.055843539552683424,-0.10093558537815722,-0.025642220862221572,-0.08405540547727502,-0.01840537280415764,0.046549400847465325,-0.01714859222705112,-0.05960590056967012,-0.05447372869114843,-0.04640250512956642,0.0014910141712543273,0.03268398944314836,-0.019281725698490064,-0.015279731567554683,-0.031094279782416464,0.05176873476447022,-0.02200929237427269,0.02277538270294338,-0.018888831108763847,-0.03871565625070158,0.013168538079740695,0.025571010270246268,-0.043267971246157305,0.003569122981376691,0.010537331961278205,-0.005937181005533818,0.040285193993797055,0.06268389240987614,0.00020818673128367157,-0.05546872665611873,0.020259505629968196,0.12512919017613416,-0.017796606390532783,-0.0062193359595240135,0.015984411324493512,0.06358615386721389,0.057023809214013114,-0.010688559670732343,-0.030054613777635686,0.00471550660238917,-0.14971073477226413,-0.019904181809209887,-0.01500252080750295,0.07058963234482475,-0.07037785898383914,-0.003059254086932137,-0.08714359770115684,-0.03182788268035219,0.014717295939863654,-0.03962677978484009,-0.07652477882928145,-0.07620176716388319,0.007773294819497597,0.11005155852261049,-0.06453999939263452,-0.06896968794852007,0.13149536913665819,-0.1922435863546968,0.045511544703820996,0.07349561966684139,-0.03445855698570012,-0.061368383209692484,-0.03778887059762923,0.018135926421463097,0.015301383110103671,0.05022856233250768,0.0721176685911337,0.05173039176080952,0.030101630933324287,0.04902551878315332,-0.025631051443122013,-0.08820273845779776,0.02542062591579979,0.009766204588879033,-0.004096301404585956,0.15232606927730014,-0.020074260407083815,0.047080924763941545,-0.03417162687051342,-0.1248273581965724,0.0141782282368413,-0.017286110022703912,0.007606549504310273,0.007450763555411372,0.012005168484735422,1.8717191967339286e-15
9,-0.04886946826715463,-0.06339937537233149,-0.17744276262561515,0.011429298511858869,0.004643784636857723,-0.09634838880023923,-0.0714935862001884,0.02460769423463429,0.0445324723707006,0.035424267367006455,-0.06858475594916986,-0.07455428786139115,0.01760192057920847,-0.08132427408153106,-0.025614083217902435,-0.07549918887860975,-0.13522953249278405,-0.022075683327151215,0.045735029816569364,-0.0802833488658993,-0.03594631871025291,-0.021609985615540152,0.07698537998654668,-0.061661653527795825,-0.018688413031354684,0.058170747523833645,0.05415957232131281,0.17192424250494256,0.01692813883482237,0.06884705640762448,-0.0021275979754690278,0.010304392088998237,-0.02376637359728848,0.002798773703626252,-0.024629626354597832,-0.12248263935679317,-0.0586800375028888,0.03277010991875397,0.12870955440315118,0.05993830458291055,0.15166310671215968,-0.13575875703417525,0.30397970856005074,0.07639629151179533,0.01209336410685289,0.05174217748666788,-0.054346938156739015,0.170694598491638,0.14189882422132807,0.04452610834375928,0.09453107942114013,0.017927921610949072,0.13218557102504208,0.10122797295218552,0.08926863458531052,-0.10589237548878934,0.01753134258665042,-0.02088611392045794,-0.035119762616922456,-0.2604740003230033,0.015537809940531933,-0.019449813555477768,0.03341946696987764,-0.025699449043423184,0.0038793960193624836,0.05073316145512658,0.023513215286842817,0.06177837687903806,0.0288827979681157,-0.004115593392816054,-0.01190507063516915,-0.019094192357645715,0.01345503319998238,-0.0026052550367003245,-0.06654095654667055,0.004549283281514063,0.02871062814838881,0.019846575467421093,0.010379223215709584,0.0385377357405885,-0.016597088921337533,-0.04677771362679671,0.020515814719249462,0.014142463069427662,-0.006352207958966239,0.02064740966348467,0.028919733390464854,-0.009465345502582578,0.02411701420200324,-0.015438872160543196,-0.019887967624965818,0.011000473515842643,0.017729138963494692,0.004055512004953415,-0.006080771952795439,-0.008570926410756484,0.0010587116644245236,0.004656562980437176,0.006195303310973654,7.039013198272687e-16
